"","X","stationID","latitude","longitude","elevation","state","stationName","lcc_x","lcc_y","Xelevation","XlogElev","precip"
"427",2804,"USC00057656",37.8089,-107.6633,2830.1,"CO","SILVERTON                     ",-118.665732596478,-17.0129620086943,2830.1,7.95159454180296,0.957260273972603
"428",2819,"USC00058022",39.4344,-105.1208,1780,"CO","STRONTIA SPRINGS DAM          ",-116.27225897547,-15.487269934763,1780,7.4899708988348,0.915616438356164
"429",2825,"USC00058157",38.3422,-104.0567,1488,"CO","TACONY 13 SE                  ",-115.479474992151,-16.7792681344474,1488,7.31188616407716,0.547397260273973
"430",2827,"USC00058204",37.9492,-107.8736,2635.3,"CO","TELLURIDE 4WNW                ",-118.827056347928,-16.8347289064977,2635.3,7.88053975941076,0.693150684931507
"431",2832,"USC00058345",38.4703,-102.0828,1197.3,"CO","TOWNER                        ",-113.763002610937,-16.7777446930516,1197.3,7.09614174033834,0.86198347107438
"432",2833,"USC00058429",37.1786,-104.4869,1837.9,"CO","TRINIDAD                      ",-115.976035433904,-18.0249261875846,1837.9,7.52180513818338,0.485753424657534
"433",2845,"USC00058575",39.6394,-106.3539,2531.1,"CO","VAIL                          ",-117.292317139706,-15.1453744277779,2531.1,7.8403523371306,1.21287671232877
"434",2846,"USC00058582",37.3806,-107.5811,2329.9,"CO","VALLECITO DAM                 ",-118.656589154465,-17.4921185244548,2329.9,7.75786347239584,0.811232876712329
"435",2848,"USC00058613",39.9489,-102.2456,1171.3,"CO","VERNON 4E                     ",-113.784881502961,-15.136788964456,1171.3,7.07437080595447,1.18121546961326
"436",2851,"USC00058690",40.9656,-105.2186,2138.2,"CO","VIRGINIA DALE 7 ENE           ",-116.177181928783,-13.7942689840014,2138.2,7.67238556116395,1.05013698630137
"437",2854,"USC00058756",40.7442,-106.2792,2455.5,"CO","WALDEN                        ",-117.086426706576,-13.9391978801186,2455.5,7.81014990566418,0.632054794520548
"438",2855,"USC00058781",37.6303,-104.7956,1920.2,"CO","WALSENBURG 1 NW               ",-116.196593569807,-17.5008248424789,1920.2,7.56537890347304,0.773150684931507
"439",2856,"USC00058793",37.3822,-102.2986,1212.5,"CO","WALSH 1 W                     ",-114.037451256742,-17.9646044084949,1212.5,7.10865322134903,1.1572602739726
"440",2857,"USC00058839",40.4256,-105.2103,1594.1,"CO","WATERDALE                     ",-116.233070729595,-14.3890900136045,1594.1,7.3803181306228,1.02403314917127
"441",2858,"USC00058860",37.4297,-106.0317,2317.4,"CO","WAVERLY 1W                    ",-117.298568362405,-17.6050711062366,2317.4,7.75250704367398,0.369315068493151
"442",2860,"USC00058931",38.1311,-105.4661,2395.7,"CO","WESTCLIFFE                    ",-116.721036819673,-16.8889000005447,2395.7,7.78559620048109,0.496438356164384
"443",2866,"USC00058992",38.2797,-104.5214,1418.2,"CO","WFO PUEBLO                    ",-115.887481866939,-16.8097630236827,1418.2,7.26417018911501,0.444383561643836
"444",2867,"USC00058995",39.775,-105.1169,1645.3,"CO","WHEAT RIDGE 2                 ",-116.229744218181,-15.11299278057,1645.3,7.41173754026612,0.945205479452055
"445",2873,"USC00059096",40.0375,-106.2039,2322,"CO","WILLIAMS FORK DAM             ",-117.11439070626,-14.7229842090186,2322,7.75448154747038,1.02115384615385
"446",2876,"USC00059175",39.8683,-105.7639,2776.1,"CO","WINTER PARK                   ",-116.765016419172,-14.9512665910228,2776.1,7.93239804745007,1.68739726027397
"447",2880,"USC00059213",40.075,-103.5678,1333.2,"CO","WOODROW 6NNE                  ",-114.890186604669,-14.9083296931643,1333.2,7.20281010576333,1.12794520547945
"448",2884,"USC00059265",40.1561,-106.9092,2394.8,"CO","YAMPA                         ",-117.691101441777,-14.5212576803954,2394.8,7.78522201899871,0.940821917808219
"449",2885,"USC00059275",37.5217,-108.755,2113.2,"CO","YELLOW JACKET 2W              ",-119.656344952427,-17.195844376809,2113.2,7.66067966357794,0.321369863013699
"450",2888,"USC00059297",40.2094,-102.8117,1252.7,"CO","YUMA 10 NW                    ",-114.240769876063,-14.8132279589143,1252.7,7.14100756444463,1.3627397260274
"530",3715,"USC00100218",42.7986,-112.8036,1374.6,"ID","AMERICAN FALLS                ",-122.063071892518,-10.8721203757452,1374.6,7.23316656824392,0.407734806629834
"531",3722,"USC00100470",44.0708,-111.4564,1588.6,"ID","ASHTON 1N                     ",-120.741265664819,-9.68005276413237,1588.6,7.37688352519192,1.54958904109589
"532",3731,"USC00100667",47.9803,-116.5594,636.1,"ID","BAYVIEW MODEL BASIN           ",-123.734064020756,-4.62071019764313,636.1,6.47095429056412,1.5771349862259
"533",3734,"USC00100803",42.3353,-111.385,1817.8,"ID","BERN                          ",-121.016876160397,-11.5854419985621,1817.8,7.5108683368381,1.01698630136986
"534",3749,"USC00101024",43.5686,-116.21,870.5,"ID","BOISE NWS WFO                 ",-124.581788573534,-9.4693010057077,870.5,6.78048992793626,0.731318681318681
"535",3751,"USC00101079",48.6928,-116.3103,632.5,"ID","BONNERS FERRY                 ",-123.372068319815,-3.88481530466778,632.5,6.46536681676938,1.68516483516484
"536",3819,"USC00102667",42.4261,-112.1253,1482.9,"ID","DOWNEY                        ",-121.595386315086,-11.3795959511375,1482.9,7.30847581605954,0.854246575342466
"537",3821,"USC00102707",44.2436,-112.2006,1661.2,"ID","DUBOIS EXP STN                ",-121.290700105014,-9.38619643916689,1661.2,7.42129721024236,0.80137741046832
"538",3841,"USC00103297",43.0425,-112.4144,1360.9,"ID","FT HALL 1 NNE                 ",-121.702481453517,-10.6651230412715,1360.9,7.22322273744185,0.515342465753425
"539",3851,"USC00103631",42.9403,-115.3231,751.6,"ID","GLENNS FERRY                  ",-124.036052601541,-10.3062933469531,751.6,6.63542148347716,0.557692307692308
"540",3852,"USC00103732",42.5872,-111.7275,1691.6,"ID","GRACE                         ",-121.243889262541,-11.2618850665956,1691.6,7.43932426388603,0.865384615384615
"541",3870,"USC00103964",43.9664,-112.2642,1460,"ID","HAMER 4 NW                    ",-121.396432293204,-9.67962966687161,1460,7.29301767977278,0.667217630853994
"542",3898,"USC00104793",46.23,-116.0339,368.8,"ID","KAMIAH                        ",-123.785386661935,-6.61603693131729,368.8,5.93700836131192,1.65054945054945
"543",3922,"USC00105275",42.1231,-111.3133,1809,"ID","LIFTON PUMPING STN            ",-120.999371214936,-11.8270740688989,1809,7.50604217851812,0.707988980716253
"544",3940,"USC00105678",42.6681,-112.9981,1278.6,"ID","MASSACRE ROCKS SP             ",-122.245838026008,-10.9842461926757,1278.6,7.16131163670454,0.852876712328767
"545",3942,"USC00105708",44.8872,-116.1047,1531.6,"ID","MCCALL                        ",-124.17236902464,-8.06095197499263,1531.6,7.34057611710016,1.61013698630137
"546",3951,"USC00105980",42.6769,-113.5022,1269.2,"ID","MINIDOKA DAM                  ",-122.646960645237,-10.8955998953712,1269.2,7.15399016151974,0.521095890410959
"547",3957,"USC00106152",46.7281,-116.9558,810.8,"ID","MOSCOW U OF I                 ",-124.34859198882,-5.91391241182722,810.8,6.71027947441651,2.03561643835616
"548",3960,"USC00106230",47.4661,-115.8114,975.7,"ID","MULLAN                        ",-123.314246317632,-5.30773654347965,975.7,6.89335204867139,2.73553719008264
"549",3962,"USC00106250",42.0264,-115.3597,1570.3,"ID","MURPHY (DESERT) HOT SPRINGS   ",-124.28301394405,-11.2886265706277,1570.3,7.36536998141506,0.903835616438356
"550",3971,"USC00106424",46.2325,-116.243,990,"ID","NEZPERCE                      ",-123.941933422065,-6.57725815402454,990,6.90775527898214,1.6186301369863
"551",3974,"USC00106542",42.2342,-113.8981,1389.6,"ID","OAKLEY                        ",-123.060989343388,-11.3124945003133,1389.6,7.24394176049353,0.715426997245179
"552",3991,"USC00107040",43.3086,-114.0667,1474.9,"ID","PICABO                        ",-122.956690606188,-10.1185141934363,1474.9,7.30310270890202,0.902486187845304
"553",4003,"USC00107301",46.9603,-116.855,841.2,"ID","POTLATCH 3 NNE                ",-124.213605310648,-5.6795764511055,841.2,6.74664711858738,1.88324175824176
"554",4011,"USC00107386",48.3511,-116.8353,722.7,"ID","PRIEST RVR EXP STN            ",-123.839348335143,-4.16895673293821,722.7,6.59673634116592,2.36493150684931
"555",4024,"USC00107673",43.0517,-114.155,1313.4,"ID","RICHFIELD                     ",-123.084101919634,-10.3830784520753,1313.4,7.18795946157796,0.625205479452055
"556",4039,"USC00108022",43.9517,-111.6789,1496.6,"ID","SAINT ANTHONY                 ",-120.939229166385,-9.77926438438248,1496.6,7.31761073539159,1.10904109589041
"557",4049,"USC00108380",42.9383,-114.4169,1204,"ID","SHOSHONE 1 WNW                ",-123.317594725441,-10.4628860547228,1204,7.10167597161944,0.531043956043956
"558",4072,"USC00108937",43.4372,-111.2792,1645,"ID","SWAN VALLEY                   ",-120.722418525957,-10.3970654394102,1645,7.41155628781116,1.4372602739726
"559",4100,"USC00109950",44.9628,-115.4961,1539.2,"ID","YELLOWPINE                    ",-123.686536178142,-8.08436222538344,1539.2,7.3454939476406,1.60383561643836
"560",4105,"USC00110072",41.1978,-90.7447,222.5,"IL","ALEDO                         ",-104.115049865251,-13.8487047922807,222.5,5.44889022502741,2.80384615384615
"561",4106,"USC00110082",41.0578,-90.5653,207.3,"IL","ALEXIS 1 SW                   ",-103.957246209067,-13.995189017009,207.3,5.38127888726238,2.43561643835616
"562",4108,"USC00110140",41.1203,-90.1642,233.2,"IL","ALTONA                        ",-103.627313042949,-13.9067338897742,233.2,5.49388415009201,2.78181818181818
"563",4122,"USC00110330",40.2333,-90.9472,207.3,"IL","AUGUSTA                       ",-104.228331230231,-14.9232182787652,207.3,5.38127888726238,3.14575342465753
"565",4135,"USC00110598",40.3444,-91.1125,198.1,"IL","BENTLEY                       ",-104.373853147144,-14.8075638754147,198.1,5.33801873339959,2.69890410958904
"582",4236,"USC00112679",38.8094,-90.0033,141.7,"IL","EDWARDSVILLE 2 W              ",-103.334951820535,-16.449609973022,141.7,5.02190488635449,3.24767123287671
"587",4242,"USC00112745",42.3161,-90.2269,205.7,"IL","ELIZABETH                     ",-103.75831880499,-12.5883949363046,205.7,5.37388855339511,3.72301369863014
"593",4265,"USC00113290",41.8978,-90.1544,180.4,"IL","FULTON L&D #13                ",-103.671091345073,-13.0472236891977,180.4,5.24912712235727,3.00931506849315
"594",4267,"USC00113312",42.3994,-90.3861,229.5,"IL","GALENA                        ",-103.893817961236,-12.5039294900772,229.5,5.47855341685097,3.57671232876712
"595",4268,"USC00113320",40.9464,-90.3856,232,"IL","GALESBURG                     ",-103.80042793283,-14.1097253112992,232,5.48893772615669,2.8293956043956
"596",4271,"USC00113384",41.4511,-90.1486,194.8,"IL","GENESEO                       ",-103.636447789654,-13.5405287096771,194.8,5.32203389316535,3.01698630136986
"598",4275,"USC00113455",40.8822,-91.0233,164,"IL","GLADSTONE DAM 18              ",-104.328971099019,-14.2096059948782,164,5.15905529921453,2.37933884297521
"603",4316,"USC00114355",41.4256,-91.0094,167.6,"IL","ILLINOIS CITY DAM 16          ",-104.347997187102,-13.6084771887728,167.6,5.17953383055807,2.61315068493151
"605",4323,"USC00114489",39.1025,-90.3431,192,"IL","JERSEYVILLE 2 SW              ",-103.646125029748,-16.1436439423622,192,5.30826769740121,2.32637362637363
"608",4339,"USC00114780",40.9025,-90.2897,221.9,"IL","KNOXVILLE                     ",-103.717559869265,-14.153538141715,221.9,5.44630624426149,2.87095890410959
"610",4343,"USC00114823",40.5839,-90.9686,210.3,"IL","LA HARPE                      ",-104.266311359888,-14.5368452993971,210.3,5.3949902538083,2.55
"615",4377,"USC00115280",40.4786,-90.6697,185.9,"IL","MACOMB                        ",-104.009179148579,-14.6398347576276,185.9,5.2776043249505,3.02637362637363
"619",4407,"USC00115768",40.9442,-90.6381,219.5,"IL","MONMOUTH                      ",-104.010977229854,-14.124061327845,219.5,5.4359030295006,2.5413698630137
"637",4483,"USC00116837",39.62,-90.8033,204.2,"IL","PITTSFIELD #2                 ",-104.070892213383,-15.5941828408487,204.2,5.36691015801365,2.19724517906336
"638",4491,"USC00116970",40.5914,-90.4642,198.1,"IL","PRAIRIE CITY 2S               ",-103.843643180792,-14.5056060176604,198.1,5.33801873339959,2.54505494505494
"644",4519,"USC00117391",41.5181,-90.5647,173.1,"IL","ROCK ISLAND L&D 15            ",-103.985190830996,-13.4865501609403,173.1,5.21003245168046,2.68236914600551
"657",4598,"USC00119241",39.4408,-90.3789,176.8,"IL","WHITE HALL 1 E                ",-103.698448919205,-15.7719429417643,176.8,5.23003852579474,2.60879120879121
"742",4991,"USC00130088",42.8258,-96.5514,365.2,"IA","AKRON                         ",-108.93002325564,-12.1520661657371,365.2,5.92745921713207,2.6958904109589
"743",4997,"USC00130157",42.7536,-92.8022,316.4,"IA","ALLISON                       ",-105.880479605946,-12.199683949734,316.4,5.78812362308995,3.2495867768595
"744",5000,"USC00130200",42.0208,-93.7742,335,"IA","AMES 8 WSW                    ",-106.654448702334,-13.0317375430938,335,5.84354441703136,3.28465753424658
"745",5001,"USC00130203",41.9519,-93.5656,265.2,"IA","AMES 5 SE                     ",-106.481144714911,-13.1042868675937,265.2,5.61749810605919,3.64931506849315
"746",5005,"USC00130214",42.0772,-91.3028,276.1,"IA","ANAMOSA 3 SSW                 ",-104.62561795989,-12.899944497191,276.1,5.65634140005607,3.27013698630137
"747",5007,"USC00130364",41.4175,-95.0042,351.1,"IA","ATLANTIC 1 NE                 ",-107.661499952855,-13.7135454336662,351.1,5.88915492828341,2.96739726027397
"748",5009,"USC00130385",41.7069,-94.9222,390.1,"IA","AUDUBON                       ",-107.595979577851,-13.3927103752421,390.1,5.99171451586319,2.71267217630854
"749",5026,"USC00130807",42.0417,-93.8906,315.5,"IA","BOONE                         ",-106.750630334033,-13.0105048590656,315.5,5.78536246164862,3.32348066298343
"750",5031,"USC00130933",41.7394,-92.44,270.1,"IA","BROOKLYN                      ",-105.546351516513,-13.3124989751422,270.1,5.63514668226606,3.43260273972603
"751",5040,"USC00131257",42.2972,-91.02,252.4,"IA","CASCADE                       ",-104.405839844308,-12.6451541185182,252.4,5.56987005706993,3.45994475138122
"752",5045,"USC00131354",40.7325,-92.89,275.8,"IA","CENTERVILLE                   ",-105.884144362506,-14.4384530205304,275.8,5.65529226549577,2.20137362637363
"753",5050,"USC00131402",43.0603,-92.6717,302.7,"IA","CHARLES CITY                  ",-105.785453609552,-11.856536338934,302.7,5.7452442644638,3.99945205479452
"754",5051,"USC00131442",42.7572,-95.5378,368.8,"IA","CHEROKEE                      ",-108.106072374046,-12.231741499088,368.8,5.93700836131192,2.5958904109589
"755",5053,"USC00131533",40.7244,-95.0192,298.7,"IA","CLARINDA                      ",-107.668695440577,-14.4805498136624,298.7,5.73236993150811,2.62164383561644
"756",5056,"USC00131635",41.7947,-90.2639,178.3,"IA","CLINTON #1                    ",-103.754421704901,-13.1665630496893,178.3,5.23803643566311,2.90986301369863
"757",5071,"USC00131954",43.3894,-92.0939,382.5,"IA","CRESCO 1 NE                   ",-105.332001943502,-11.4751270251186,382.5,5.97253653722246,3.90465753424658
"758",5076,"USC00132041",42.7256,-94.1953,338.3,"IA","DAKOTA CITY                   ",-107.013228238006,-12.2574366784032,338.3,5.85306417737196,3.38653846153846
"759",5077,"USC00132070",41.6117,-90.5817,228,"IA","DAVENPORT WFO                 ",-104.005023674952,-13.3838901411088,228,5.47227067367148,2.68684931506849
"760",5079,"USC00132110",43.3042,-91.7953,262.1,"IA","DECORAH                       ",-105.087547603635,-11.5597398185685,262.1,5.6061696457892,3.63994490358127
"761",5082,"USC00132171",42.0364,-95.3289,427,"IA","DENISON                       ",-107.933350725153,-13.029805774772,427,6.07993319509559,2.82712328767123
"762",5088,"USC00132209",41.7367,-93.7236,292.3,"IA","DES MOINES WSFO-JOHNSTON      ",-106.606193561195,-13.3453523936526,292.3,5.71141990178541,3.3260989010989
"763",5089,"USC00132235",41.8108,-90.5406,208.8,"IA","DE WITT                       ",-103.983427405309,-13.1619268817693,208.8,5.38815807054783,2.64203296703297
"764",5092,"USC00132299",40.6458,-91.5639,214.9,"IA","DONNELLSON                    ",-104.768934117573,-14.4925082620391,214.9,5.41565585896527,2.52520547945205
"765",5095,"USC00132362",42.4086,-90.7325,328.3,"IA","DUBUQUE #3                    ",-104.17728738123,-12.509592482964,328.3,5.82393307578666,3.42684931506849
"766",5111,"USC00132789",41.0211,-91.9553,225.6,"IA","FAIRFIELD                     ",-105.114006601863,-14.0916581363171,225.6,5.46213545177743,2.41428571428571
"767",5115,"USC00133007",40.6222,-91.3339,161.5,"IA","FT MADISON                    ",-104.574845056616,-14.5096825536206,161.5,5.14458326660599,2.49068493150685
"768",5126,"USC00133438",41.2981,-94.4561,406.6,"IA","GREENFIELD                    ",-107.204885282796,-13.8411147446626,406.6,6.03212652882687,2.78849315068493
"769",5128,"USC00133473",41.72,-92.7489,275.8,"IA","GRINNELL 3 SW                 ",-105.800695295284,-13.3425196777399,275.8,5.65529226549577,3.13232876712329
"770",5131,"USC00133517",42.7858,-91.0958,188.4,"IA","GUTTENBERG L&D 10             ",-104.494928749658,-12.1076398272884,188.4,5.29028519485077,3.26022099447514
"771",5134,"USC00133584",42.7561,-93.2019,336.8,"IA","HAMPTON                       ",-106.20565334629,-12.2063604161835,336.8,5.84874824490639,3.76208791208791
"772",5142,"USC00133718",43.0031,-96.485,362.7,"IA","HAWARDEN                      ",-108.874230983019,-11.9560804448017,362.7,5.92077380648521,2.95698630136986
"773",5145,"USC00133900",42.2803,-96.0961,335.3,"IA","HOLLY SPRINGS 1 NW            ",-108.562977765906,-12.7592061581908,335.3,5.84441360439595,2.35452054794521
"774",5146,"USC00133909",42.4897,-95.5489,417.6,"IA","HOLSTEIN                      ",-108.114801101311,-12.5281416822296,417.6,6.05818817915089,2.29397260273973
"775",5158,"USC00134094",43.0336,-92.5017,310.6,"IA","IONIA 2 W                     ",-105.646815426392,-11.8814889763514,310.6,5.77019424017545,3.94077134986226
"776",5159,"USC00134101",41.6092,-91.505,195.1,"IA","IOWA CITY                     ",-104.768056732188,-13.4253038867151,195.1,5.32349766507834,3.01178082191781
"777",5174,"USC00134381",40.3967,-91.375,160.6,"IA","KEOKUK LOCK DAM 19            ",-104.59760945622,-14.7604826271782,160.6,5.13932163505758,2.79068493150685
"778",5184,"USC00134557",43.4178,-93.5347,384,"IA","LAKE MILLS                    ",-106.493365475056,-11.4797606009444,384,5.97635090929793,3.62767123287671
"779",5185,"USC00134561",43.4483,-95.3247,446.5,"IA","LAKE PARK                     ",-107.935355427262,-11.4651649141577,446.5,6.12358870003502,3.03774104683196
"780",5187,"USC00134585",40.6233,-93.9342,343.8,"IA","LAMONI                        ",-106.756984908547,-14.5807129989185,343.8,5.86873178172568,2.94931129476584
"781",5193,"USC00134735",42.7817,-96.1458,364.2,"IA","LE MARS                       ",-108.600624005232,-12.20350248563,364.2,5.92479041383999,2.54082191780822
"782",5198,"USC00134874",41.8264,-96.0506,312.4,"IA","LITTLE SIOUX 2NW              ",-108.52795341789,-13.2620099411077,312.4,5.77579301063247,3.36666666666667
"783",5199,"USC00134894",41.6381,-95.7883,301.8,"IA","LOGAN                         ",-108.311892278718,-13.4711282774629,301.8,5.74236195662368,3.18314917127072
"784",5202,"USC00134963",41.8606,-90.9222,224.9,"IA","LOWDEN                        ",-104.300723488068,-13.1238718390178,224.9,5.45915989166487,2.73232876712329
"785",5206,"USC00135086",42.4733,-91.4517,301.8,"IA","MANCHESTER #2                 ",-104.768092112272,-12.4674324184901,301.8,5.74236195662368,3.45824175824176
"786",5207,"USC00135123",42.1619,-95.7836,365.8,"IA","MAPLETON NO.2                 ",-108.307098828239,-12.8911782846109,365.8,5.92905708697937,2.5641095890411
"787",5209,"USC00135131",42.0494,-90.7489,232.3,"IA","MAQUOKETA 4 W                 ",-104.16927245606,-12.9075698141343,232.3,5.49017662782248,2.76060606060606
"788",5219,"USC00135230",43.1631,-93.1953,336.8,"IA","MASON CITY                    ",-106.212428413168,-11.7552459157317,336.8,5.84874824490639,3.81260273972603
"789",5227,"USC00135493",43.3828,-95.1842,427.3,"IA","MILFORD 4 NW                  ",-107.82185623794,-11.537326975372,427.3,6.08061945841887,3.64475138121547
"790",5247,"USC00135837",41.4075,-91.0728,167.3,"IA","MUSCATINE                     ",-104.399537757468,-13.6311470709529,167.3,5.17784321308016,3.09287671232877
"791",5249,"USC00135844",41.4714,-91.0464,207.3,"IA","MUSCATINE 2N                  ",-104.381225610396,-13.5594086162159,207.3,5.38127888726238,2.88684931506849
"792",5253,"USC00135876",42.9361,-92.57,323.4,"IA","NASHUA 2 SW                   ",-105.698473320737,-11.9913939793377,323.4,5.80934297031669,4.00440771349862
"793",5255,"USC00135992",41.7117,-93.0297,292.6,"IA","NEWTON                        ",-106.032349605701,-13.3587307295688,292.6,5.71241180135426,3.11287671232877
"794",5260,"USC00136151",41.3044,-95.3844,384,"IA","OAKLAND                       ",-107.976701318823,-13.8402704315189,384,5.97635090929793,3.06191780821918
"795",5266,"USC00136199",42.68,-91.875,355.1,"IA","OELWEIN 1E                    ",-105.123136868268,-12.2537543944345,355.1,5.90017128866159,2.87362637362637
"796",5273,"USC00136305",43.2794,-92.8106,356.6,"IA","OSAGE                         ",-105.905466718658,-11.6173226250957,356.6,5.90427133540561,3.44419889502762
"797",5282,"USC00136527",41.3761,-92.9203,237.7,"IA","PELLA 1S                      ",-105.930857632822,-13.7273821825156,237.7,5.51221833649531,2.65561643835616
"798",5289,"USC00136800",43.0864,-95.6292,463.3,"IA","PRIMGHAR                      ",-108.180491189349,-11.8669089049422,463.3,6.1597294369122,3.36446280991736
"799",5291,"USC00136891",40.8744,-95.5667,298.7,"IA","RANDOLPH                      ",-108.127865189863,-14.3163590163035,298.7,5.73236993150811,3.03041095890411
"800",5294,"USC00136940",41.0036,-95.2419,317,"IA","RED OAK                       ",-107.856768504832,-14.1726987253758,317,5.78996017089725,2.99287671232877
"801",5299,"USC00136976",42.8103,-95.975,405.4,"IA","REMSEN NO 2                   ",-108.461587443117,-12.1724476173101,405.4,6.02924191144201,2.84547945205479
"802",5303,"USC00137147",43.43,-96.1686,411.5,"IA","ROCK RAPIDS                   ",-108.61500166717,-11.4846772361224,411.5,6.04381977744191,3.12027397260274
"803",5304,"USC00137152",43.2044,-96.3061,379.8,"IA","ROCK VALLEY                   ",-108.727577612864,-11.7341215870238,379.8,5.96563378707346,3.57342465753425
"804",5306,"USC00137312",42.4194,-94.9761,368.8,"IA","SAC CITY                      ",-107.646303781695,-12.6040649971355,368.8,5.93700836131192,2.92493150684931
"805",5307,"USC00137326",43.3817,-92.9233,347.2,"IA","ST ANSGAR                     ",-105.999798839,-11.5067044407781,347.2,5.87829584900234,3.47878787878788
"806",5310,"USC00137386",43.1792,-95.6603,472.7,"IA","SANBORN                       ",-108.205650113372,-11.7640232289254,472.7,6.17939534266645,3.84712328767123
"807",5314,"USC00137594",43.1803,-95.8533,432.8,"IA","SHELDON                       ",-108.361689782531,-11.7626060952722,432.8,6.09311820083448,3.46575342465753
"808",5316,"USC00137613",40.7672,-95.38,297.2,"IA","SHENANDOAH                    ",-107.971331171012,-14.4346713197707,297.2,5.72749900127352,2.55616438356164
"809",5317,"USC00137664",43.4047,-95.7483,466,"IA","SIBLEY                        ",-108.276505937883,-11.5139168688266,466,6.16541785423142,3.57651933701657
"810",5320,"USC00137700",43.0558,-96.1525,414.5,"IA","SIOUX CTR 2 SE                ",-108.604366019808,-11.899669834462,414.5,6.0509120057514,3.2158904109589
"811",5321,"USC00137702",42.3964,-96.3778,335.3,"IA","SIOUX CITY ANG                ",-108.792776525423,-12.6290984933684,335.3,5.84441360439595,2.64739726027397
"812",5325,"USC00137726",42.8931,-95.0653,432.8,"IA","SIOUX RAPIDS 4 E              ",-107.722577265326,-12.0796932450577,432.8,6.09311820083448,3.20465753424658
"813",5328,"USC00137844",43.1653,-95.1467,404.2,"IA","SPENCER 1 N                   ",-107.790316783592,-11.7783456057987,404.2,6.02634894896148,3.21068493150685
"814",5331,"USC00137859",43.4231,-95.1394,432.8,"IA","SPIRIT LAKE                   ",-107.785993812938,-11.4924415324072,432.8,6.09311820083448,3.36109589041096
"815",5332,"USC00137892",42.6333,-91.8633,339.5,"IA","STANLEY                       ",-105.11146341012,-12.3050596907914,339.5,5.85650356167386,3.37917808219178
"816",5338,"USC00138009",42.6853,-91.5331,365.8,"IA","STRAWBERRY PT                 ",-104.84515220113,-12.2358233983439,365.8,5.92905708697937,3.26575342465753
"817",5347,"USC00138296",42.0356,-92.5806,285,"IA","TOLEDO 3N                     ",-105.673471916948,-12.9887350134431,285,5.68697535633982,3.38049450549451
"818",5350,"USC00138339",42.8125,-92.2575,321.6,"IA","TRIPOLI                       ",-105.439946653478,-12.1192817097631,321.6,5.80392942326114,4.11369863013699
"819",5353,"USC00138410",41.3894,-95.6811,329.2,"IA","UNDERWOOD                     ",-108.223325230493,-13.7464947969926,329.2,5.82658990391775,2.78653846153846
"820",5356,"USC00138568",42.1703,-92.0078,259.1,"IA","VINTON                        ",-105.208653745436,-12.8223363138213,259.1,5.59508305773286,3.28650137741047
"821",5360,"USC00138688",41.2825,-91.7078,209.4,"IA","WASHINGTON                    ",-104.920090380134,-13.7940087495185,209.4,5.39089654784113,2.91432506887052
"822",5371,"USC00138806",42.4686,-93.7975,326.7,"IA","WEBSTER CITY                  ",-106.683676633934,-12.536263574631,326.7,5.81919232616703,3.43901098901099
"823",5382,"USC00140010",38.9267,-97.2128,361.8,"KS","ABILENE                       ",-109.542161094546,-16.458895337805,361.8,5.91835607528734,2.11071428571429
"824",5387,"USC00140119",38.39,-98.9503,582.2,"KS","ALBERT 5SE                    ",-111.057977625523,-17.0119066249891,582.2,6.38384441566749,2.02246575342466
"825",5392,"USC00140195",38.8664,-96.4892,443.2,"KS","ALTA VISTA                    ",-108.920325359924,-16.5338588095257,443.2,6.11633352915385,2.05835616438356
"826",5399,"USC00140313",37.0631,-97.04,340.8,"KS","ARKANSAS CITY                 ",-109.425235260509,-18.5224074918484,340.8,5.86021626049803,2.19095890410959
"827",5401,"USC00140365",37.1942,-99.7633,600.5,"KS","ASHLAND                       ",-111.822091122966,-18.3044819890172,600.5,6.41427829355076,1.66383561643836
"828",5403,"USC00140405",39.5756,-95.1108,288,"KS","ATCHISON                      ",-107.738069510407,-15.7516609393805,288,5.6970934865054,2.14450549450549
"829",5404,"USC00140408",39.5486,-95.1183,297.2,"KS","ATCHISON 1S                   ",-107.744290450774,-15.7815565852492,297.2,5.72749900127352,2.11373626373626
"830",5408,"USC00140439",39.7994,-101.0422,881.8,"KS","ATWOOD                        ",-112.776615619218,-15.3691772263928,881.8,6.79324189219338,1.25808219178082
"831",5411,"USC00140447",37.6983,-96.9706,390.8,"KS","AUGUSTA                       ",-109.35368754078,-17.8206524759997,390.8,5.99346254977065,2.24547945205479
"832",5414,"USC00140482",39.8311,-96.1833,395,"KS","BAILEYVILLE                   ",-108.650585164181,-15.4690507702698,395,6.00388706710654,1.78429752066116
"833",5419,"USC00140535",39.2144,-98.1767,418.2,"KS","BARNARD 7W                    ",-110.362316919113,-16.1221333339633,418.2,6.05959037615558,1.39780821917808
"834",5425,"USC00140635",39.8967,-96.425,410.3,"KS","BEATTIE 2 NNW                 ",-108.855229228626,-15.3950066188955,410.3,6.04096874201107,1.97013698630137
"835",5426,"USC00140637",37.6558,-96.5353,484.6,"KS","BEAUMONT                      ",-108.97318170516,-17.8723215149269,484.6,6.20374935508732,2.63095890410959
"836",5429,"USC00140676",37.8261,-99.6542,720.9,"KS","BELLEFONT 3S                  ",-111.695173030107,-17.6104113400142,720.9,6.59427665148635,1.86465753424658
"837",5432,"USC00140693",39.4575,-98.1125,424,"KS","BELOIT                        ",-110.300023040701,-15.8549119199458,424,6.07304453410041,2.0041095890411
